fact_id_tarea,fact_id_empleado,fact_id_cliente,fact_id_servicio,fact_fecha_inicio,fact_fecha_fin,fact_fecha_entrega,fact_horas_dedicadas,fact_estado,fact_prioridad
3031,8,328,1,2024-06-12,2024-06-13,2024-06-13,2.72,completado,alta
3032,3,213,5,2025-10-28,2025-10-29,2025-10-29,4.8,completado,media
3033,6,432,5,2024-01-31,2024-02-02,2024-02-02,8.18,completado,media
3034,9,76,5,2025-11-06,2025-11-06,2025-11-06,3.91,completado,alta
3035,11,95,6,2025-04-23,2025-04-24,2025-04-24,3.76,completado,baja
3036,1,215,5,2025-03-09,2025-03-09,2025-03-09,0.76,completado,alta
3037,2,308,4,2024-06-24,2024-06-25,2024-06-25,3.58,completado,media
3038,9,68,1,2024-02-03,2024-02-03,2024-02-03,2.85,completado,baja
3039,8,320,1,2024-02-28,2024-02-28,2024-02-28,3.16,completado,media
3040,5,100,6,2024-10-14,2024-10-14,2024-10-14,1.22,completado,alta
3041,11,196,6,2024-07-07,2024-07-08,2024-07-08,3.38,completado,alta
3042,1,349,4,2024-03-24,2024-03-26,2024-03-26,6.74,"en progreso",alta
3043,3,477,6,2024-11-01,2024-11-03,2024-11-03,6.59,"en progreso",baja
3044,1,209,5,2025-08-22,2025-08-22,2025-08-23,-0.14,retrasado,media
3045,1,187,2,2024-07-06,2024-07-07,2024-07-07,5.38,completado,alta
3046,1,232,4,2024-09-12,2024-09-14,2024-09-14,7.67,completado,baja
3047,4,68,3,2025-01-19,2025-01-19,2025-01-19,1.92,completado,baja
3048,4,181,3,2025-12-16,2025-12-16,2025-12-16,2.74,completado,alta
3049,9,386,1,2025-03-26,2025-03-26,2025-03-26,0.03,completado,alta
3050,7,9,2,2025-12-19,2025-12-21,2025-12-21,6.41,completado,baja
3051,10,181,6,2025-04-07,2025-04-08,2025-04-08,5.1,completado,alta
3052,7,190,3,2025-02-24,2025-02-26,2025-02-26,8.48,"en progreso",baja
3053,1,119,4,2025-01-25,2025-01-26,2025-01-26,4.67,completado,alta
3054,9,398,5,2025-02-21,2025-02-22,2025-02-22,3.45,completado,baja
3055,5,191,5,2025-08-03,2025-08-04,2025-08-04,3.5,completado,baja
3056,5,384,1,2024-07-09,2024-07-10,2024-07-10,4.41,completado,baja
3057,10,85,4,2025-09-26,2025-09-27,2025-09-30,5.47,retrasado,media
3058,10,38,4,2025-08-20,2025-08-20,2025-08-20,2.55,completado,media
3059,10,194,5,2025-09-07,2025-09-09,2025-09-09,6.2,completado,alta
3060,10,469,6,2025-07-15,2025-07-16,2025-07-16,4.69,"en progreso",alta
3061,7,377,4,2025-07-23,2025-07-24,2025-07-24,4.69,completado,media
3062,6,313,2,2025-03-20,2025-03-22,2025-03-22,7.39,retrasado,media
3063,1,269,2,2025-06-19,2025-06-20,2025-06-20,5.35,completado,alta
3064,2,417,2,2024-12-01,2024-12-01,2024-12-01,2.06,"en progreso",alta
3065,3,44,2,2025-02-16,2025-02-16,2025-02-16,2.14,retrasado,media
3066,11,153,1,2025-11-05,2025-11-05,2025-11-05,0.87,completado,baja
3067,2,431,5,2024-11-08,2024-11-09,2024-11-09,5.18,completado,baja
3068,10,446,3,2024-03-13,2024-03-13,2024-03-13,3.67,"en progreso",baja
3069,10,105,5,2025-05-22,2025-05-23,2025-05-23,5.47,completado,baja
3070,10,17,5,2025-07-07,2025-07-08,2025-07-08,2.76,completado,alta
3071,3,197,3,2025-11-14,2025-11-15,2025-11-15,5.71,completado,media
3072,6,466,1,2025-09-27,2025-09-27,2025-09-27,2.01,completado,baja
3073,4,266,2,2024-12-10,2024-12-11,2024-12-11,4.97,completado,alta
3074,7,478,4,2025-03-14,2025-03-14,2025-03-14,2.71,completado,alta
3075,10,134,5,2025-02-14,2025-02-15,2025-02-19,2.43,retrasado,alta
3076,7,439,3,2025-06-30,2025-07-01,2025-07-01,3.69,retrasado,media
3077,4,338,3,2025-10-05,2025-10-07,2025-10-07,6.28,completado,alta
3078,2,210,4,2025-06-22,2025-06-22,2025-06-22,-0.31,completado,media
3079,11,79,6,2024-10-24,2024-10-26,2024-10-26,4.47,completado,media
3080,8,127,3,2024-09-20,2024-09-22,2024-09-23,8.21,retrasado,baja
3081,4,38,6,2025-05-08,2025-05-09,2025-05-09,3.76,completado,media
3082,1,50,1,2025-05-23,2025-05-24,2025-05-24,4.72,completado,alta
3083,8,87,1,2024-12-24,2024-12-25,2024-12-28,6.66,retrasado,alta
3084,3,391,6,2024-02-16,2024-02-17,2024-02-19,2.18,retrasado,alta
3085,8,102,5,2024-07-17,2024-07-17,2024-07-17,-0.63,"en progreso",baja
3086,3,153,6,2024-10-27,2024-10-28,2024-10-28,4.16,completado,media
3087,5,434,4,2025-07-17,2025-07-18,2025-07-18,3.53,completado,media
3088,8,221,1,2025-07-01,2025-07-01,2025-07-01,2.39,completado,baja
3089,1,162,1,2025-12-09,2025-12-09,2025-12-09,0.2,completado,media
3090,2,40,5,2025-04-27,2025-04-28,2025-04-28,4.67,completado,baja
3091,4,248,6,2025-11-04,2025-11-05,2025-11-05,3.98,"en progreso",baja
3092,7,138,3,2024-07-16,2024-07-17,2024-07-17,3.66,completado,alta
3093,9,417,1,2024-12-28,2024-12-28,2024-12-28,2.19,completado,media
3094,2,279,6,2024-04-07,2024-04-08,2024-04-08,5.35,completado,media
3095,10,139,6,2025-02-05,2025-02-06,2025-02-06,3.35,completado,alta
3096,7,342,1,2024-02-18,2024-02-20,2024-02-20,6.47,completado,baja
3097,1,26,3,2025-08-24,2025-08-25,2025-08-25,4.5,"en progreso",alta
3098,5,160,3,2024-04-30,2024-04-30,2024-04-30,2.44,completado,baja
3099,9,310,6,2024-06-02,2024-06-02,2024-06-02,1.24,"en progreso",alta
3100,7,108,5,2025-02-07,2025-02-08,2025-02-08,4.54,completado,baja
3101,9,264,3,2025-07-21,2025-07-22,2025-07-22,3.98,completado,alta
3102,1,356,6,2025-11-06,2025-11-07,2025-11-07,6.26,completado,baja
3103,3,201,3,2025-09-14,2025-09-16,2025-09-16,4.47,completado,media
3104,7,145,6,2025-12-27,2025-12-27,2025-12-27,0.72,completado,alta
3105,7,122,3,2024-05-15,2024-05-15,2024-05-15,-0.53,"en progreso",alta
3106,5,240,3,2024-01-22,2024-01-23,2024-01-23,3.46,completado,media
3107,9,250,1,2025-09-11,2025-09-14,2025-09-14,10.15,completado,alta
3108,11,87,1,2024-04-30,2024-05-02,2024-05-02,7.46,completado,alta
3109,11,430,6,2024-10-15,2024-10-16,2024-10-16,4.97,completado,baja
3110,3,103,6,2025-02-03,2025-02-06,2025-02-06,8.68,completado,media
3111,9,276,3,2024-12-12,2024-12-12,2024-12-12,3.7,completado,baja
3112,4,410,4,2024-07-09,2024-07-10,2024-07-10,3.99,completado,alta
3113,1,336,4,2024-10-29,2024-10-30,2024-10-30,5.88,completado,baja
3114,4,10,3,2025-09-07,2025-09-08,2025-09-08,4.13,completado,media
3115,6,245,3,2025-12-29,2025-12-29,2025-12-29,-0.59,completado,alta
3116,9,358,1,2025-11-26,2025-11-28,2025-11-28,5.5,completado,alta
3117,2,459,2,2025-03-30,2025-03-31,2025-03-31,5.35,completado,media
3118,10,382,1,2025-08-09,2025-08-10,2025-08-10,3.61,completado,alta
3119,8,140,4,2025-01-31,2025-02-01,2025-02-01,5.19,completado,media
3120,6,93,2,2025-12-20,2025-12-22,2025-12-22,7.28,completado,baja
3121,1,187,2,2024-05-21,2024-05-23,2024-05-23,6.97,completado,alta
3122,1,274,3,2024-05-12,2024-05-14,2024-05-14,7.29,completado,baja
3123,9,111,4,2025-02-14,2025-02-14,2025-02-14,-1.25,retrasado,baja
3124,7,22,4,2024-09-01,2024-09-01,2024-09-01,2.7,completado,media
3125,9,23,2,2025-10-18,2025-10-19,2025-10-24,4.82,retrasado,media
3126,10,429,1,2025-07-12,2025-07-13,2025-07-13,3.77,completado,baja
3127,10,301,1,2024-05-01,2024-05-03,2024-05-03,4.63,completado,alta
3128,1,122,6,2024-05-26,2024-05-27,2024-05-27,3.71,completado,alta
3129,3,135,3,2025-12-06,2025-12-06,2025-12-06,3.36,"en progreso",media
3130,10,292,4,2025-01-10,2025-01-10,2025-01-10,1.89,"en progreso",alta
3131,7,333,2,2024-02-12,2024-02-14,2024-02-19,8.76,retrasado,baja
3132,6,69,4,2025-05-19,2025-05-20,2025-05-20,2.72,completado,media
3133,11,416,3,2025-08-27,2025-08-27,2025-08-27,2.85,completado,media
3134,9,147,6,2025-09-11,2025-09-13,2025-09-13,6.71,completado,media
3135,2,116,5,2024-05-07,2024-05-08,2024-05-08,4.82,completado,alta
3136,7,281,5,2024-12-22,2024-12-22,2024-12-22,1.56,completado,media
3137,6,454,3,2025-02-11,2025-02-12,2025-02-12,7.38,completado,baja
3138,6,306,6,2024-06-01,2024-06-02,2024-06-06,3.25,retrasado,baja
3139,7,162,6,2025-01-24,2025-01-25,2025-01-28,4.19,retrasado,media
3140,5,431,2,2025-07-08,2025-07-09,2025-07-09,3.38,completado,baja
3141,11,152,4,2024-06-06,2024-06-07,2024-06-07,5.04,completado,baja
3142,6,68,2,2024-03-05,2024-03-07,2024-03-07,7.42,completado,baja
3143,4,37,3,2025-11-28,2025-11-28,2025-12-01,0.48,retrasado,alta
3144,2,372,6,2025-03-09,2025-03-09,2025-03-09,0.8,completado,media
3145,6,217,1,2025-06-23,2025-06-24,2025-06-24,3.84,completado,media
3146,5,67,2,2024-11-05,2024-11-05,2024-11-06,2.63,retrasado,media
3147,5,227,5,2024-02-27,2024-02-28,2024-02-28,5.39,completado,alta
3148,4,382,3,2024-04-09,2024-04-11,2024-04-11,8.35,completado,alta
3149,10,470,4,2024-02-25,2024-02-26,2024-02-26,4.63,completado,baja
3150,2,294,6,2025-10-20,2025-10-20,2025-10-20,1.22,completado,media
3151,7,381,3,2025-08-17,2025-08-19,2025-08-19,6.97,"en progreso",media
3152,9,454,1,2024-08-28,2024-08-28,2024-08-28,0.63,"en progreso",alta
3153,5,311,4,2025-10-04,2025-10-04,2025-10-04,2.56,completado,media
3154,6,281,1,2025-12-04,2025-12-05,2025-12-05,3.34,completado,baja
3155,8,382,6,2025-04-30,2025-05-01,2025-05-01,6.3,completado,alta
3156,1,136,2,2025-10-19,2025-10-20,2025-10-21,2.62,retrasado,baja
3157,7,309,3,2025-05-15,2025-05-15,2025-05-15,0.2,"en progreso",baja
3158,10,354,6,2025-12-16,2025-12-16,2025-12-16,3.58,completado,baja
3159,5,290,4,2024-09-22,2024-09-22,2024-09-26,2.91,retrasado,media
3160,7,123,2,2025-04-16,2025-04-16,2025-04-16,1.23,completado,media
3161,8,85,4,2024-08-30,2024-08-30,2024-08-30,3.95,completado,baja
3162,6,370,5,2025-10-29,2025-10-29,2025-10-30,3.08,retrasado,alta
3163,10,94,1,2024-04-06,2024-04-06,2024-04-06,2.42,completado,baja
3164,4,217,5,2024-08-21,2024-08-22,2024-08-22,4.97,completado,alta
3165,3,143,3,2024-08-05,2024-08-06,2024-08-06,5.35,completado,alta
3166,10,37,5,2025-06-21,2025-06-22,2025-06-26,5.02,retrasado,alta
3167,6,248,3,2024-03-27,2024-03-27,2024-03-27,2.73,completado,alta
3168,7,176,2,2024-02-28,2024-02-29,2024-02-29,5.3,completado,media
3169,10,224,5,2025-09-29,2025-09-30,2025-10-04,6.17,retrasado,baja
3170,7,16,1,2024-10-18,2024-10-19,2024-10-19,1.82,completado,alta
3171,7,80,2,2025-10-02,2025-10-02,2025-10-02,4.74,completado,baja
3172,8,253,4,2025-04-23,2025-04-24,2025-04-24,4.04,"en progreso",media
3173,9,454,6,2025-12-17,2025-12-18,2025-12-18,5.18,completado,media
3174,8,476,3,2024-01-29,2024-01-29,2024-01-29,3.96,completado,baja
3175,6,107,5,2024-02-23,2024-02-24,2024-02-24,3.89,"en progreso",media
3176,3,315,3,2025-09-30,2025-10-01,2025-10-01,5.3,completado,baja
3177,2,323,3,2024-02-08,2024-02-09,2024-02-09,2.63,completado,alta
3178,8,28,2,2024-10-03,2024-10-04,2024-10-09,5.11,retrasado,media
3179,9,401,3,2024-06-20,2024-06-21,2024-06-21,4.8,completado,baja
3180,1,191,5,2025-03-16,2025-03-16,2025-03-16,1.92,completado,baja
3181,7,126,6,2024-07-14,2024-07-15,2024-07-15,4.11,completado,alta
3182,5,434,4,2025-02-25,2025-02-26,2025-02-26,3.08,completado,alta
3183,6,230,3,2025-09-01,2025-09-02,2025-09-02,3.14,completado,baja
3184,10,268,2,2025-12-16,2025-12-17,2025-12-17,6.23,completado,alta
3185,5,295,5,2025-09-04,2025-09-06,2025-09-06,5.86,completado,alta
3186,9,468,6,2025-03-13,2025-03-14,2025-03-19,5.29,retrasado,media
3187,10,8,3,2025-12-20,2025-12-22,2025-12-22,4.43,completado,baja
3188,7,422,4,2024-10-30,2024-11-01,2024-11-01,5.96,"en progreso",alta
3189,5,114,5,2025-01-25,2025-01-25,2025-01-25,1.74,retrasado,alta
3190,9,281,5,2025-10-28,2025-10-28,2025-10-28,0.79,retrasado,alta
3191,6,148,5,2024-08-21,2024-08-21,2024-08-21,2.02,completado,alta
3192,11,38,2,2025-04-06,2025-04-07,2025-04-07,4.92,completado,baja
3193,10,466,2,2025-06-27,2025-06-29,2025-06-29,6.45,completado,media
3194,11,154,2,2024-06-14,2024-06-15,2024-06-15,2.91,completado,alta
3195,8,259,6,2024-03-06,2024-03-07,2024-03-07,5.9,completado,baja
3196,9,105,4,2025-10-20,2025-10-21,2025-10-21,4.87,completado,baja
3197,9,169,6,2024-10-24,2024-10-24,2024-10-28,1,retrasado,media
3198,4,358,1,2025-12-15,2025-12-17,2025-12-17,7.97,completado,media
3199,10,157,4,2025-09-05,2025-09-06,2025-09-06,4.2,completado,media
3200,6,13,6,2025-06-11,2025-06-12,2025-06-12,3.59,completado,alta
3201,7,138,5,2024-07-16,2024-07-18,2024-07-18,5.55,completado,baja
3202,8,439,5,2024-06-06,2024-06-07,2024-06-07,5.32,"en progreso",baja
3203,1,430,5,2025-08-10,2025-08-12,2025-08-12,7.07,completado,baja
3204,3,197,4,2024-01-08,2024-01-08,2024-01-10,2.19,retrasado,media
3205,11,376,4,2025-06-02,2025-06-03,2025-06-03,4.92,completado,media
3206,9,256,6,2025-02-12,2025-02-13,2025-02-13,3.53,completado,media
3207,3,181,1,2024-09-17,2024-09-19,2024-09-19,9.45,completado,baja
3208,7,4,1,2025-06-20,2025-06-22,2025-06-22,6.8,completado,alta
3209,5,439,2,2025-11-30,2025-12-01,2025-12-01,2.42,retrasado,media
3210,6,181,3,2024-04-19,2024-04-21,2024-04-21,8,"en progreso",media
3211,9,134,1,2025-08-25,2025-08-26,2025-08-26,5.71,completado,baja
3212,4,74,2,2025-06-25,2025-06-25,2025-06-25,-0.53,completado,baja
3213,6,263,2,2025-04-26,2025-04-27,2025-04-27,3.59,completado,media
3214,7,11,2,2024-07-17,2024-07-17,2024-07-21,3.07,retrasado,media
3215,9,79,2,2025-10-20,2025-10-22,2025-10-22,5.33,completado,baja
3216,6,409,6,2024-02-19,2024-02-19,2024-02-19,0.71,completado,baja
3217,2,312,3,2024-08-05,2024-08-05,2024-08-05,2.5,completado,alta
3218,11,395,4,2024-03-08,2024-03-09,2024-03-09,5.87,completado,alta
3219,8,249,5,2024-05-18,2024-05-19,2024-05-19,7.28,completado,baja
3220,2,285,3,2024-08-02,2024-08-02,2024-08-02,-2.06,completado,alta
3221,6,7,3,2024-02-13,2024-02-14,2024-02-14,4.61,completado,media
3222,8,385,6,2024-11-02,2024-11-03,2024-11-03,3.85,completado,alta
3223,11,165,4,2025-10-16,2025-10-16,2025-10-16,2.32,completado,alta
3224,10,10,3,2025-10-05,2025-10-06,2025-10-06,4.27,completado,baja
3225,1,337,4,2024-06-21,2024-06-22,2024-06-22,3,completado,media
3226,1,76,6,2024-08-26,2024-08-26,2024-08-26,1.5,completado,alta
3227,6,308,2,2025-06-17,2025-06-18,2025-06-18,4.29,completado,media
3228,3,98,3,2024-02-11,2024-02-11,2024-02-11,1.69,"en progreso",alta
3229,5,236,4,2025-06-29,2025-06-30,2025-06-30,4.05,completado,alta
3230,11,188,1,2024-11-12,2024-11-13,2024-11-16,2.95,retrasado,alta
3231,3,268,6,2024-07-25,2024-07-27,2024-07-31,5.77,retrasado,alta
3232,9,164,6,2025-02-09,2025-02-11,2025-02-11,8.2,completado,baja
3233,3,293,4,2024-09-07,2024-09-09,2024-09-09,8.31,completado,baja
3234,1,457,4,2025-10-20,2025-10-21,2025-10-21,2.64,completado,alta
3235,3,319,3,2025-04-15,2025-04-16,2025-04-16,4.78,completado,media
3236,4,476,5,2024-04-11,2024-04-12,2024-04-12,4.57,completado,baja
3237,7,359,1,2025-02-16,2025-02-17,2025-02-17,4.66,"en progreso",alta
3238,2,329,6,2025-01-15,2025-01-16,2025-01-20,5.07,retrasado,media
3239,3,277,5,2024-10-28,2024-10-28,2024-10-28,2.1,completado,media
3240,10,421,3,2024-11-15,2024-11-16,2024-11-16,4.78,completado,media
3241,4,476,2,2024-05-16,2024-05-17,2024-05-17,3.49,completado,baja
3242,2,335,4,2025-04-06,2025-04-06,2025-04-06,1.23,completado,baja
3243,4,453,2,2025-04-27,2025-04-28,2025-04-28,3.39,completado,baja
3244,6,363,4,2024-10-06,2024-10-07,2024-10-07,2.61,completado,baja
3245,5,344,5,2025-04-22,2025-04-22,2025-04-22,2.22,completado,alta
3246,11,133,1,2025-03-31,2025-03-31,2025-03-31,0.63,completado,media
3247,9,104,5,2024-03-20,2024-03-22,2024-03-22,5.1,completado,media
3248,8,384,2,2025-06-10,2025-06-11,2025-06-15,5.01,retrasado,media
3249,1,253,5,2025-07-25,2025-07-25,2025-07-25,3.27,completado,alta
3250,11,312,6,2025-02-03,2025-02-04,2025-02-04,3.54,"en progreso",alta
3251,9,135,5,2025-03-29,2025-03-31,2025-03-31,6.1,completado,baja
3252,8,9,6,2025-02-12,2025-02-13,2025-02-14,6.15,retrasado,alta
3253,2,56,2,2025-10-08,2025-10-08,2025-10-08,1.94,completado,alta
3254,2,436,3,2025-07-14,2025-07-15,2025-07-15,3.35,completado,baja
3255,11,476,5,2025-07-06,2025-07-06,2025-07-06,1.2,completado,alta
3256,9,402,1,2024-05-17,2024-05-17,2024-05-17,0.67,completado,alta
3257,1,424,4,2025-02-15,2025-02-16,2025-02-16,4.12,completado,baja
3258,10,25,4,2024-05-15,2024-05-16,2024-05-16,5.52,"en progreso",alta
3259,7,285,2,2025-07-20,2025-07-21,2025-07-21,5.31,completado,baja
3260,9,141,6,2025-11-09,2025-11-09,2025-11-09,2.42,completado,alta
3261,8,156,5,2024-02-17,2024-02-17,2024-02-17,2.04,"en progreso",baja
3262,6,216,4,2025-04-16,2025-04-17,2025-04-17,6.29,completado,alta
3263,4,401,6,2024-07-14,2024-07-15,2024-07-15,3.59,completado,baja
3264,8,410,4,2024-08-29,2024-08-30,2024-08-30,5.23,completado,alta
3265,2,461,2,2024-11-26,2024-11-27,2024-11-27,4.68,completado,alta
3266,8,433,3,2025-11-23,2025-11-25,2025-11-25,6.55,completado,baja
3267,9,330,1,2025-05-04,2025-05-05,2025-05-05,3.19,completado,alta
3268,5,141,6,2024-09-26,2024-09-27,2024-09-29,5.03,retrasado,baja
3269,2,40,3,2024-11-11,2024-11-12,2024-11-12,4.25,completado,alta
3270,2,471,6,2024-06-05,2024-06-07,2024-06-07,4.96,completado,baja
3271,9,102,4,2025-03-30,2025-03-31,2025-04-05,2.66,retrasado,alta
3272,1,309,1,2025-08-19,2025-08-21,2025-08-21,7.39,completado,alta
3273,1,229,5,2024-05-25,2024-05-26,2024-05-26,6.26,"en progreso",alta
3274,7,137,3,2025-06-08,2025-06-09,2025-06-09,4.29,completado,media
3275,1,295,3,2024-08-25,2024-08-25,2024-08-25,1.89,completado,alta
3276,5,439,4,2024-01-23,2024-01-25,2024-01-26,7.96,retrasado,alta
3277,4,164,4,2025-05-25,2025-05-26,2025-05-26,4.21,completado,baja
3278,8,182,5,2025-01-09,2025-01-10,2025-01-10,6.8,completado,alta
3279,11,466,6,2024-05-30,2024-05-31,2024-05-31,2.19,completado,baja
3280,9,261,4,2024-08-01,2024-08-02,2024-08-02,3.33,completado,alta
3281,6,425,1,2025-07-26,2025-07-26,2025-07-26,0.27,completado,alta
3282,4,84,2,2024-06-28,2024-06-29,2024-06-29,2.03,completado,alta
3283,9,191,1,2024-12-21,2024-12-23,2024-12-23,8.54,completado,alta
3284,7,127,5,2025-02-02,2025-02-03,2025-02-06,5.62,retrasado,media
3285,8,150,4,2025-12-27,2025-12-28,2025-12-28,2.82,completado,alta
3286,11,63,3,2025-08-09,2025-08-11,2025-08-11,7.14,completado,alta
3287,8,43,6,2024-10-01,2024-10-02,2024-10-02,4.09,completado,media
3288,1,33,4,2024-12-10,2024-12-11,2024-12-12,4.83,retrasado,baja
3289,2,263,6,2025-02-18,2025-02-19,2025-02-19,4.2,completado,alta
3290,2,428,3,2024-08-21,2024-08-22,2024-08-22,7.28,completado,media
3291,7,342,4,2025-12-16,2025-12-16,2025-12-16,2.5,completado,alta
3292,8,105,6,2025-04-05,2025-04-07,2025-04-07,7.65,completado,alta
3293,3,415,6,2025-07-02,2025-07-03,2025-07-03,7.91,completado,baja
3294,3,395,1,2025-03-10,2025-03-10,2025-03-10,0.72,completado,alta
3295,11,16,5,2025-08-22,2025-08-23,2025-08-23,2.2,completado,baja
3296,7,286,2,2025-01-21,2025-01-22,2025-01-22,2.12,completado,alta
3297,7,383,4,2025-02-27,2025-02-28,2025-02-28,3.98,completado,baja
3298,7,72,3,2024-09-03,2024-09-05,2024-09-05,8.47,completado,baja
3299,3,407,2,2025-11-27,2025-11-27,2025-11-27,2.92,completado,media
3300,9,315,5,2024-02-10,2024-02-11,2024-02-12,5.16,retrasado,media
3301,7,284,2,2025-05-14,2025-05-14,2025-05-14,3.1,completado,baja
3302,10,243,4,2024-03-14,2024-03-15,2024-03-15,3.56,completado,media
3303,2,417,4,2024-10-07,2024-10-07,2024-10-07,0.46,completado,baja
3304,2,126,3,2025-04-13,2025-04-13,2025-04-13,4.16,completado,media
3305,3,223,3,2025-01-20,2025-01-21,2025-01-21,5.27,completado,alta
3306,8,197,2,2024-05-11,2024-05-12,2024-05-12,4.17,completado,alta
3307,11,300,3,2025-01-25,2025-01-26,2025-01-26,4.79,completado,media
3308,11,299,2,2024-07-06,2024-07-06,2024-07-06,2.47,completado,media
3309,2,436,3,2024-11-01,2024-11-02,2024-11-02,3.92,completado,baja
3310,6,475,5,2024-01-03,2024-01-04,2024-01-04,6.23,completado,media
3311,4,33,6,2024-10-04,2024-10-04,2024-10-04,1.66,completado,alta
3312,3,205,4,2024-07-03,2024-07-03,2024-07-03,4.01,completado,alta
3313,8,1,3,2024-09-03,2024-09-05,2024-09-05,8.04,completado,media
3314,5,474,3,2025-01-22,2025-01-23,2025-01-23,4.51,completado,media
3315,5,352,4,2025-08-17,2025-08-17,2025-08-17,3.45,completado,media
3316,5,48,1,2025-12-14,2025-12-15,2025-12-15,2.21,completado,alta
3317,10,265,4,2024-11-20,2024-11-20,2024-11-20,1.06,"en progreso",alta
3318,1,5,3,2025-08-20,2025-08-22,2025-08-22,5.55,completado,media
3319,7,254,6,2025-03-11,2025-03-11,2025-03-12,3.14,retrasado,alta
3320,9,271,3,2024-02-22,2024-02-22,2024-02-27,1.3,retrasado,baja
3321,4,44,3,2025-08-19,2025-08-19,2025-08-19,1.57,retrasado,media
3322,8,118,4,2025-07-01,2025-07-01,2025-07-01,1.44,completado,baja
3323,2,249,5,2025-07-15,2025-07-16,2025-07-16,5.34,completado,alta
3324,11,344,4,2025-06-21,2025-06-22,2025-06-22,4.96,completado,baja
3325,1,170,4,2025-02-20,2025-02-21,2025-02-21,4.83,completado,baja
3326,10,443,4,2025-11-03,2025-11-04,2025-11-04,4.5,"en progreso",media
3327,4,135,2,2024-01-13,2024-01-14,2024-01-14,4.51,completado,baja
3328,3,100,1,2025-05-29,2025-05-31,2025-05-31,6.97,completado,alta
3329,1,354,3,2025-11-22,2025-11-24,2025-11-24,8.88,completado,baja
3330,2,148,6,2024-04-08,2024-04-09,2024-04-09,4.26,completado,baja
3331,8,207,4,2024-02-07,2024-02-08,2024-02-08,7.06,retrasado,media
3332,10,379,5,2024-05-25,2024-05-27,2024-05-30,7.13,retrasado,baja
3333,9,106,6,2024-05-24,2024-05-25,2024-05-26,2.23,retrasado,baja
3334,4,17,3,2025-08-24,2025-08-24,2025-08-29,1.98,retrasado,baja
3335,3,191,4,2025-11-01,2025-11-01,2025-11-06,0.23,retrasado,baja
3336,5,59,2,2025-07-01,2025-07-02,2025-07-02,4.25,completado,alta
3337,4,52,2,2025-10-19,2025-10-19,2025-10-19,0.83,"en progreso",alta
3338,4,194,1,2024-06-11,2024-06-11,2024-06-11,1.61,"en progreso",media
3339,11,427,4,2024-10-17,2024-10-19,2024-10-19,9.32,completado,media
3340,7,96,5,2024-11-01,2024-11-02,2024-11-02,4.98,completado,alta
3341,1,227,4,2024-06-26,2024-06-28,2024-06-28,6.71,completado,media
3342,3,99,3,2024-02-25,2024-02-26,2024-02-26,2.54,completado,baja
3343,11,224,4,2025-11-17,2025-11-18,2025-11-18,4.75,completado,media
3344,9,339,5,2025-10-14,2025-10-15,2025-10-15,2.35,completado,alta
3345,6,242,2,2025-02-18,2025-02-18,2025-02-18,0.88,completado,media
3346,7,353,2,2025-02-17,2025-02-17,2025-02-17,1.51,completado,alta
3347,5,434,1,2025-05-14,2025-05-16,2025-05-16,6.86,completado,baja
3348,11,190,2,2025-06-07,2025-06-07,2025-06-10,2.81,retrasado,media
3349,8,54,3,2025-01-13,2025-01-15,2025-01-15,7.72,"en progreso",alta
3350,3,358,3,2024-10-22,2024-10-22,2024-10-22,1.65,completado,media
3351,6,223,6,2025-11-13,2025-11-14,2025-11-14,4.78,"en progreso",alta
3352,7,298,6,2024-05-10,2024-05-11,2024-05-11,2.75,completado,alta
3353,5,128,2,2024-07-26,2024-07-28,2024-07-28,5.19,completado,media
3354,3,473,5,2024-10-31,2024-11-01,2024-11-04,3.05,retrasado,baja
3355,11,329,4,2025-12-15,2025-12-16,2025-12-16,6.94,completado,alta
3356,4,321,5,2024-11-27,2024-11-28,2024-11-28,3.74,completado,media
3357,9,281,3,2025-03-15,2025-03-16,2025-03-16,5.61,"en progreso",media
3358,7,402,1,2025-07-05,2025-07-07,2025-07-11,5.53,retrasado,alta
3359,10,328,2,2025-09-15,2025-09-16,2025-09-16,5.26,completado,media
3360,4,50,3,2025-11-20,2025-11-21,2025-11-21,4.14,completado,baja
3361,11,202,5,2024-07-20,2024-07-21,2024-07-21,4.2,completado,baja
3362,8,126,1,2024-08-01,2024-08-01,2024-08-01,0.37,completado,baja
3363,3,242,6,2024-01-05,2024-01-06,2024-01-06,4.42,completado,alta
3364,8,315,4,2025-07-21,2025-07-22,2025-07-22,4.86,completado,alta
3365,7,459,2,2024-10-08,2024-10-10,2024-10-10,6.71,completado,baja
3366,7,63,3,2024-07-20,2024-07-21,2024-07-21,2.87,completado,media
3367,6,204,2,2025-10-19,2025-10-19,2025-10-19,0.87,completado,alta
3368,3,297,6,2025-02-01,2025-02-01,2025-02-01,1.24,completado,media
3369,4,385,4,2024-07-14,2024-07-14,2024-07-14,1.85,completado,baja
3370,10,384,5,2025-10-07,2025-10-09,2025-10-09,5.1,completado,baja
3371,5,203,5,2025-06-01,2025-06-01,2025-06-01,1.38,completado,alta
3372,11,57,2,2025-02-27,2025-02-28,2025-02-28,2.16,completado,alta
3373,8,150,5,2024-03-31,2024-04-01,2024-04-01,3.58,completado,alta
3374,11,14,4,2025-07-17,2025-07-18,2025-07-18,5.96,"en progreso",baja
