fact_numero_factura,fact_id_cliente,fact_id_servicio,fact_fecha_factura,fact_fecha_vencimiento,fact_importe_facturado,fact_estado_pago
INV/1304/2024,406,1,2024-02-05,2024-03-06,145.20,vencido
INV/1304/2024,406,2,2024-02-05,2024-03-06,121.00,vencido
INV/1304/2024,406,3,2024-02-05,2024-03-06,302.50,pagado
INV/1304/2024,406,4,2024-02-05,2024-03-06,108.90,vencido
INV/1304/2024,406,5,2024-02-05,2024-03-06,96.80,pagado
INV/1304/2024,406,6,2024-02-05,2024-03-06,605.00,pagado
INV/1304/2025,429,4,2025-01-20,2025-02-19,108.90,pagado
INV/1304/2025,429,5,2025-01-20,2025-02-19,96.80,pagado
INV/1304/2025,429,6,2025-01-20,2025-02-19,605.00,vencido
INV/1305/2024,193,3,2024-10-31,2024-11-30,302.50,pagado
INV/1305/2025,429,1,2025-06-06,2025-07-06,145.20,pendiente
INV/1305/2025,429,2,2025-06-06,2025-07-06,121.00,pendiente
INV/1305/2025,429,3,2025-06-06,2025-07-06,302.50,pagado
INV/1305/2025,429,5,2025-06-06,2025-07-06,96.80,pagado
INV/1305/2025,429,6,2025-06-06,2025-07-06,605.00,pagado
INV/1306/2024,241,2,2024-07-31,2024-08-30,121.00,vencido
INV/1306/2025,302,1,2025-01-31,2025-03-02,145.20,pagado
INV/1307/2024,57,1,2024-12-02,2025-01-01,145.20,pendiente
INV/1307/2024,57,6,2024-12-02,2025-01-01,605.00,pagado
INV/1307/2025,306,2,2025-12-31,2026-01-30,121.00,pagado
INV/1308/2024,463,2,2024-09-05,2024-10-05,121.00,pendiente
INV/1308/2024,463,3,2024-09-05,2024-10-05,302.50,pagado
INV/1308/2024,463,4,2024-09-05,2024-10-05,108.90,pagado
INV/1308/2024,463,5,2024-09-05,2024-10-05,96.80,pagado
INV/1308/2024,463,6,2024-09-05,2024-10-05,605.00,pagado
INV/1308/2025,303,1,2025-08-29,2025-09-28,145.20,pagado
INV/1308/2025,303,2,2025-08-29,2025-09-28,121.00,pagado
INV/1308/2025,303,3,2025-08-29,2025-09-28,302.50,pagado
INV/1309/2024,23,2,2024-01-31,2024-03-01,121.00,pendiente
INV/1309/2024,23,5,2024-01-31,2024-03-01,96.80,pagado
INV/1309/2025,463,1,2025-10-24,2025-11-23,145.20,pagado
INV/1309/2025,463,2,2025-10-24,2025-11-23,121.00,pagado
INV/1309/2025,463,3,2025-10-24,2025-11-23,302.50,pagado
INV/1309/2025,463,5,2025-10-24,2025-11-23,96.80,pagado
INV/1309/2025,463,6,2025-10-24,2025-11-23,605.00,pendiente
INV/131/2024,20,4,2024-03-27,2024-04-26,108.90,pagado
INV/131/2025,277,5,2025-04-28,2025-05-28,96.80,pagado
INV/1310/2024,21,1,2024-09-30,2024-10-30,145.20,pendiente
INV/1310/2025,108,3,2025-12-31,2026-01-30,302.50,pendiente
INV/1311/2024,255,6,2024-03-22,2024-04-21,605.00,vencido
INV/1311/2025,251,1,2025-09-12,2025-10-12,145.20,pendiente
INV/1311/2025,251,2,2025-09-12,2025-10-12,121.00,pagado
INV/1311/2025,251,5,2025-09-12,2025-10-12,96.80,pendiente
INV/1312/2024,35,6,2024-04-18,2024-05-18,605.00,pagado
INV/1312/2025,332,1,2025-04-04,2025-05-04,145.20,pagado
INV/1312/2025,332,2,2025-04-04,2025-05-04,121.00,pagado
INV/1312/2025,332,5,2025-04-04,2025-05-04,96.80,pagado
INV/1312/2025,332,6,2025-04-04,2025-05-04,605.00,pagado
INV/1313/2024,233,1,2024-04-04,2024-05-04,145.20,pagado
INV/1313/2024,233,5,2024-04-04,2024-05-04,96.80,pagado
INV/1313/2024,233,6,2024-04-04,2024-05-04,605.00,pagado
INV/1313/2025,232,6,2025-09-03,2025-10-03,605.00,pagado
INV/1314/2024,380,2,2024-10-24,2024-11-23,121.00,pagado
INV/1314/2024,380,5,2024-10-24,2024-11-23,96.80,pagado
INV/1314/2025,320,6,2025-10-15,2025-11-14,605.00,pendiente
INV/1315/2024,444,6,2024-09-13,2024-10-13,605.00,pagado
INV/1315/2025,232,1,2025-02-28,2025-03-30,145.20,pagado
INV/1316/2024,302,1,2024-09-30,2024-10-30,145.20,pagado
INV/1316/2025,143,5,2025-10-08,2025-11-07,96.80,pendiente
INV/1317/2024,43,1,2024-02-28,2024-03-29,145.20,vencido
INV/1317/2024,43,2,2024-02-28,2024-03-29,121.00,pendiente
INV/1317/2025,259,1,2025-06-04,2025-07-04,145.20,pendiente
INV/1317/2025,259,3,2025-06-04,2025-07-04,302.50,pendiente
INV/1317/2025,259,5,2025-06-04,2025-07-04,96.80,pendiente
INV/1318/2024,413,6,2024-11-11,2024-12-11,605.00,pagado
INV/1318/2025,246,3,2025-07-31,2025-08-30,302.50,pagado
INV/1318/2025,246,6,2025-07-31,2025-08-30,605.00,pagado
INV/1319/2024,295,2,2024-10-28,2024-11-27,121.00,pagado
INV/1319/2024,295,5,2024-10-28,2024-11-27,96.80,pagado
INV/1319/2025,420,1,2025-11-25,2025-12-25,145.20,pagado
INV/1319/2025,420,2,2025-11-25,2025-12-25,121.00,pagado
INV/1319/2025,420,3,2025-11-25,2025-12-25,302.50,pendiente
INV/1319/2025,420,6,2025-11-25,2025-12-25,605.00,pagado
INV/132/2024,449,3,2024-01-31,2024-03-01,302.50,pagado
INV/132/2025,132,2,2025-05-30,2025-06-29,121.00,pagado
INV/132/2025,132,3,2025-05-30,2025-06-29,302.50,pagado
INV/1320/2024,409,1,2024-12-20,2025-01-19,145.20,pagado
INV/1320/2024,409,2,2024-12-20,2025-01-19,121.00,pagado
INV/1320/2024,409,5,2024-12-20,2025-01-19,96.80,pagado
INV/1320/2024,409,6,2024-12-20,2025-01-19,605.00,vencido
INV/1320/2025,433,2,2025-01-31,2025-03-02,121.00,pagado
INV/1320/2025,433,3,2025-01-31,2025-03-02,302.50,pagado
INV/1321/2024,82,2,2024-04-30,2024-05-30,121.00,pagado
INV/1321/2025,396,1,2025-03-07,2025-04-06,145.20,pagado
INV/1321/2025,396,6,2025-03-07,2025-04-06,605.00,pagado
INV/1322/2024,72,1,2024-09-30,2024-10-30,145.20,pendiente
INV/1322/2024,72,2,2024-09-30,2024-10-30,121.00,pagado
INV/1322/2025,37,1,2025-11-17,2025-12-17,145.20,pendiente
INV/1322/2025,37,2,2025-11-17,2025-12-17,121.00,pagado
INV/1322/2025,37,3,2025-11-17,2025-12-17,302.50,pagado
INV/1322/2025,37,6,2025-11-17,2025-12-17,605.00,pagado
INV/1323/2024,398,1,2024-01-02,2024-02-01,145.20,pagado
INV/1323/2024,398,6,2024-01-02,2024-02-01,605.00,pagado
INV/1323/2025,148,1,2025-06-25,2025-07-25,145.20,pendiente
INV/1323/2025,148,3,2025-06-25,2025-07-25,302.50,pendiente
INV/1323/2025,148,4,2025-06-25,2025-07-25,108.90,pendiente
INV/1323/2025,148,6,2025-06-25,2025-07-25,605.00,pagado
INV/1324/2024,409,1,2024-10-31,2024-11-30,145.20,pagado
INV/1324/2024,409,3,2024-10-31,2024-11-30,302.50,pagado
INV/1324/2024,409,4,2024-10-31,2024-11-30,108.90,vencido
INV/1324/2024,409,5,2024-10-31,2024-11-30,96.80,pagado
INV/1324/2025,7,6,2025-07-15,2025-08-14,605.00,pagado
INV/1325/2024,27,3,2024-08-27,2024-09-26,302.50,pagado
INV/1325/2024,27,6,2024-08-27,2024-09-26,605.00,pendiente
INV/1325/2025,233,2,2025-11-04,2025-12-04,121.00,pagado
INV/1325/2025,233,6,2025-11-04,2025-12-04,605.00,pendiente
INV/1326/2024,375,1,2024-05-31,2024-06-30,145.20,pagado
INV/1326/2025,358,3,2025-09-30,2025-10-30,302.50,pagado
INV/1327/2024,274,2,2024-03-28,2024-04-27,121.00,pagado
INV/1327/2025,438,2,2025-09-29,2025-10-29,121.00,pagado
INV/1327/2025,438,3,2025-09-29,2025-10-29,302.50,pendiente
INV/1327/2025,438,4,2025-09-29,2025-10-29,108.90,pendiente
INV/1327/2025,438,6,2025-09-29,2025-10-29,605.00,pagado
INV/1328/2024,202,1,2024-08-30,2024-09-29,145.20,pagado
INV/1328/2024,202,2,2024-08-30,2024-09-29,121.00,pagado
INV/1328/2024,202,3,2024-08-30,2024-09-29,302.50,pagado
INV/1328/2024,202,4,2024-08-30,2024-09-29,108.90,pagado
INV/1328/2024,202,5,2024-08-30,2024-09-29,96.80,pagado
INV/1328/2024,202,6,2024-08-30,2024-09-29,605.00,pagado
INV/1328/2025,254,3,2025-11-28,2025-12-28,302.50,pagado
INV/1329/2024,309,3,2024-05-31,2024-06-30,302.50,pagado
INV/1329/2024,309,4,2024-05-31,2024-06-30,108.90,pagado
INV/1329/2024,309,5,2024-05-31,2024-06-30,96.80,pagado
INV/1329/2024,309,6,2024-05-31,2024-06-30,605.00,pagado
INV/1329/2025,149,6,2025-09-30,2025-10-30,605.00,pagado
INV/133/2024,253,1,2024-03-28,2024-04-27,145.20,vencido
INV/133/2024,253,2,2024-03-28,2024-04-27,121.00,pagado
INV/133/2024,253,3,2024-03-28,2024-04-27,302.50,pagado
INV/133/2025,440,1,2025-05-29,2025-06-28,145.20,pagado
INV/133/2025,440,2,2025-05-29,2025-06-28,121.00,pagado
INV/133/2025,440,3,2025-05-29,2025-06-28,302.50,pagado
INV/133/2025,440,4,2025-05-29,2025-06-28,108.90,pagado
INV/133/2025,440,6,2025-05-29,2025-06-28,605.00,pagado
INV/1330/2024,279,1,2024-02-15,2024-03-16,145.20,pagado
INV/1330/2024,279,2,2024-02-15,2024-03-16,121.00,pagado
INV/1330/2024,279,5,2024-02-15,2024-03-16,96.80,pagado
INV/1330/2025,116,6,2025-10-15,2025-11-14,605.00,pagado
INV/1331/2024,142,2,2024-10-28,2024-11-27,121.00,pagado
INV/1331/2024,142,3,2024-10-28,2024-11-27,302.50,pagado
INV/1331/2024,142,6,2024-10-28,2024-11-27,605.00,pagado
INV/1331/2025,362,2,2025-09-30,2025-10-30,121.00,pagado
INV/1332/2024,61,2,2024-12-31,2025-01-30,121.00,pagado
INV/1332/2025,441,1,2025-03-27,2025-04-26,145.20,pagado
INV/1332/2025,441,3,2025-03-27,2025-04-26,302.50,pagado
INV/1332/2025,441,4,2025-03-27,2025-04-26,108.90,vencido
INV/1333/2024,52,2,2024-12-02,2025-01-01,121.00,pendiente
INV/1333/2024,52,4,2024-12-02,2025-01-01,108.90,pagado
INV/1333/2025,72,3,2025-09-30,2025-10-30,302.50,pendiente
INV/1334/2024,432,1,2024-01-25,2024-02-24,145.20,pagado
INV/1334/2024,432,3,2024-01-25,2024-02-24,302.50,pagado
INV/1334/2024,432,4,2024-01-25,2024-02-24,108.90,vencido
INV/1334/2024,432,5,2024-01-25,2024-02-24,96.80,pagado
INV/1334/2024,432,6,2024-01-25,2024-02-24,605.00,pendiente
INV/1334/2025,429,5,2025-05-30,2025-06-29,96.80,pagado
INV/1335/2024,269,1,2024-06-11,2024-07-11,145.20,pagado
INV/1335/2024,269,3,2024-06-11,2024-07-11,302.50,pagado
INV/1335/2024,269,5,2024-06-11,2024-07-11,96.80,pagado
INV/1335/2025,149,5,2025-12-18,2026-01-17,96.80,pagado
INV/1336/2024,367,5,2024-04-04,2024-05-04,96.80,pagado
INV/1336/2025,19,2,2025-12-31,2026-01-30,121.00,pagado
INV/1336/2025,19,3,2025-12-31,2026-01-30,302.50,pendiente
INV/1337/2024,428,1,2024-03-28,2024-04-27,145.20,pagado
INV/1337/2025,125,1,2025-05-08,2025-06-07,145.20,pagado
INV/1337/2025,125,2,2025-05-08,2025-06-07,121.00,pagado
INV/1337/2025,125,3,2025-05-08,2025-06-07,302.50,pagado
INV/1337/2025,125,5,2025-05-08,2025-06-07,96.80,pagado
INV/1337/2025,125,6,2025-05-08,2025-06-07,605.00,pagado
INV/1338/2024,252,2,2024-02-15,2024-03-16,121.00,pagado
INV/1338/2024,252,4,2024-02-15,2024-03-16,108.90,vencido
INV/1338/2025,304,3,2025-08-29,2025-09-28,302.50,pagado
INV/1339/2024,188,5,2024-06-06,2024-07-06,96.80,pagado
INV/1339/2025,310,1,2025-09-30,2025-10-30,145.20,pendiente
INV/1339/2025,310,2,2025-09-30,2025-10-30,121.00,pagado
INV/1339/2025,310,3,2025-09-30,2025-10-30,302.50,pagado
INV/134/2024,45,1,2024-07-31,2024-08-30,145.20,vencido
INV/134/2024,45,2,2024-07-31,2024-08-30,121.00,pagado
INV/134/2025,131,3,2025-09-30,2025-10-30,302.50,pagado
INV/1340/2024,110,1,2024-07-15,2024-08-14,145.20,pagado
INV/1340/2024,110,2,2024-07-15,2024-08-14,121.00,pagado
INV/1340/2024,110,3,2024-07-15,2024-08-14,302.50,pagado
INV/1340/2024,110,4,2024-07-15,2024-08-14,108.90,pagado
INV/1340/2024,110,6,2024-07-15,2024-08-14,605.00,pagado
INV/1340/2025,139,5,2025-08-08,2025-09-07,96.80,pendiente
INV/1341/2024,199,5,2024-02-07,2024-03-08,96.80,pagado
INV/1341/2025,262,1,2025-06-19,2025-07-19,145.20,pagado
INV/1341/2025,262,2,2025-06-19,2025-07-19,121.00,pendiente
INV/1341/2025,262,3,2025-06-19,2025-07-19,302.50,pagado
INV/1341/2025,262,5,2025-06-19,2025-07-19,96.80,pendiente
INV/1342/2024,393,1,2024-05-10,2024-06-09,145.20,pagado
INV/1342/2024,393,2,2024-05-10,2024-06-09,121.00,pagado
INV/1342/2024,393,3,2024-05-10,2024-06-09,302.50,pagado
INV/1342/2024,393,4,2024-05-10,2024-06-09,108.90,pagado
INV/1342/2025,367,2,2025-05-19,2025-06-18,121.00,pagado
INV/1342/2025,367,3,2025-05-19,2025-06-18,302.50,pagado
INV/1342/2025,367,4,2025-05-19,2025-06-18,108.90,pagado
INV/1343/2024,369,3,2024-06-10,2024-07-10,302.50,pagado
INV/1343/2024,369,4,2024-06-10,2024-07-10,108.90,pagado
INV/1343/2024,369,5,2024-06-10,2024-07-10,96.80,pagado
INV/1343/2024,369,6,2024-06-10,2024-07-10,605.00,pagado
INV/1343/2025,476,1,2025-03-31,2025-04-30,145.20,pendiente
INV/1343/2025,476,2,2025-03-31,2025-04-30,121.00,pagado
INV/1343/2025,476,3,2025-03-31,2025-04-30,302.50,pagado
INV/1344/2024,127,3,2024-09-30,2024-10-30,302.50,vencido
INV/1344/2025,33,2,2025-12-31,2026-01-30,121.00,pagado
INV/1345/2024,465,2,2024-08-19,2024-09-18,121.00,pagado
INV/1345/2024,465,6,2024-08-19,2024-09-18,605.00,pagado
INV/1345/2025,37,1,2025-07-17,2025-08-16,145.20,pendiente
INV/1345/2025,37,2,2025-07-17,2025-08-16,121.00,pagado
INV/1345/2025,37,3,2025-07-17,2025-08-16,302.50,pagado
INV/1345/2025,37,4,2025-07-17,2025-08-16,108.90,pagado
INV/1345/2025,37,5,2025-07-17,2025-08-16,96.80,pendiente
INV/1345/2025,37,6,2025-07-17,2025-08-16,605.00,pagado
INV/1346/2024,237,2,2024-03-28,2024-04-27,121.00,pagado
INV/1346/2025,457,2,2025-02-28,2025-03-30,121.00,vencido
INV/1347/2024,190,2,2024-05-31,2024-06-30,121.00,pagado
INV/1347/2025,419,3,2025-07-31,2025-08-30,302.50,pagado
INV/1348/2024,32,2,2024-09-30,2024-10-30,121.00,pagado
INV/1348/2025,42,1,2025-05-08,2025-06-07,145.20,pagado
INV/1348/2025,42,4,2025-05-08,2025-06-07,108.90,pagado
INV/1349/2024,247,1,2024-11-29,2024-12-29,145.20,pendiente
INV/1349/2024,247,3,2024-11-29,2024-12-29,302.50,pagado
INV/1349/2025,369,4,2025-01-08,2025-02-07,108.90,pagado
INV/1349/2025,369,6,2025-01-08,2025-02-07,605.00,pagado
INV/135/2024,134,1,2024-11-29,2024-12-29,145.20,vencido
INV/135/2025,181,2,2025-01-31,2025-03-02,121.00,pendiente
INV/135/2025,181,3,2025-01-31,2025-03-02,302.50,pagado
INV/1350/2024,236,1,2024-11-29,2024-12-29,145.20,pagado
INV/1350/2025,413,4,2025-06-17,2025-07-17,108.90,pagado
INV/1351/2024,207,1,2024-03-05,2024-04-04,145.20,pagado
INV/1351/2024,207,2,2024-03-05,2024-04-04,121.00,pagado
INV/1351/2024,207,3,2024-03-05,2024-04-04,302.50,pagado
INV/1351/2024,207,4,2024-03-05,2024-04-04,108.90,pagado
INV/1351/2025,428,5,2025-06-23,2025-07-23,96.80,pagado
INV/1352/2024,352,1,2024-07-26,2024-08-25,145.20,pagado
INV/1352/2024,352,4,2024-07-26,2024-08-25,108.90,pagado
INV/1352/2024,352,5,2024-07-26,2024-08-25,96.80,pagado
INV/1352/2025,410,4,2025-12-18,2026-01-17,108.90,pagado
INV/1353/2024,352,2,2024-09-09,2024-10-09,121.00,pagado
INV/1353/2024,352,3,2024-09-09,2024-10-09,302.50,pagado
INV/1353/2024,352,4,2024-09-09,2024-10-09,108.90,pagado
INV/1353/2024,352,5,2024-09-09,2024-10-09,96.80,pagado
INV/1353/2024,352,6,2024-09-09,2024-10-09,605.00,pagado
INV/1353/2025,187,1,2025-02-28,2025-03-30,145.20,pagado
INV/1354/2024,413,2,2024-08-07,2024-09-06,121.00,pagado
INV/1354/2024,413,6,2024-08-07,2024-09-06,605.00,pagado
INV/1354/2025,57,1,2025-10-01,2025-10-31,145.20,pagado
INV/1354/2025,57,3,2025-10-01,2025-10-31,302.50,pendiente
INV/1354/2025,57,4,2025-10-01,2025-10-31,108.90,pagado
INV/1354/2025,57,5,2025-10-01,2025-10-31,96.80,pagado
INV/1354/2025,57,6,2025-10-01,2025-10-31,605.00,pagado
INV/1355/2024,190,1,2024-11-20,2024-12-20,145.20,pagado
INV/1355/2024,190,2,2024-11-20,2024-12-20,121.00,pagado
INV/1355/2024,190,3,2024-11-20,2024-12-20,302.50,vencido
INV/1355/2024,190,4,2024-11-20,2024-12-20,108.90,pagado
INV/1355/2025,67,4,2025-05-23,2025-06-22,108.90,pagado
INV/1356/2024,413,5,2024-12-04,2025-01-03,96.80,pagado
INV/1356/2024,413,6,2024-12-04,2025-01-03,605.00,pendiente
INV/1356/2025,162,3,2025-02-28,2025-03-30,302.50,vencido
INV/1357/2024,148,1,2024-08-30,2024-09-29,145.20,vencido
INV/1357/2024,148,2,2024-08-30,2024-09-29,121.00,pagado
INV/1357/2025,141,1,2025-11-28,2025-12-28,145.20,pendiente
INV/1357/2025,141,2,2025-11-28,2025-12-28,121.00,pendiente
INV/1357/2025,141,3,2025-11-28,2025-12-28,302.50,pendiente
INV/1358/2024,107,2,2024-03-28,2024-04-27,121.00,pagado
INV/1358/2025,424,3,2025-02-28,2025-03-30,302.50,pagado
INV/1359/2024,465,1,2024-03-19,2024-04-18,145.20,pagado
INV/1359/2024,465,2,2024-03-19,2024-04-18,121.00,pagado
INV/1359/2024,465,4,2024-03-19,2024-04-18,108.90,pagado
INV/1359/2025,398,5,2025-08-11,2025-09-10,96.80,pagado
INV/1359/2025,398,6,2025-08-11,2025-09-10,605.00,pagado
INV/136/2024,459,2,2024-12-31,2025-01-30,121.00,pagado
INV/136/2024,459,3,2024-12-31,2025-01-30,302.50,pagado
INV/136/2024,459,6,2024-12-31,2025-01-30,605.00,pagado
INV/136/2025,104,1,2025-04-30,2025-05-30,145.20,pagado
INV/136/2025,104,2,2025-04-30,2025-05-30,121.00,pagado
INV/1360/2024,233,4,2024-04-18,2024-05-18,108.90,pagado
INV/1360/2025,271,1,2025-05-13,2025-06-12,145.20,pagado
INV/1360/2025,271,3,2025-05-13,2025-06-12,302.50,vencido
INV/1360/2025,271,4,2025-05-13,2025-06-12,108.90,pagado
INV/1361/2024,179,5,2024-11-27,2024-12-27,96.80,pagado
INV/1361/2025,18,5,2025-06-05,2025-07-05,96.80,pagado
INV/1362/2024,331,1,2024-06-19,2024-07-19,145.20,pagado
INV/1362/2024,331,2,2024-06-19,2024-07-19,121.00,pagado
INV/1362/2024,331,4,2024-06-19,2024-07-19,108.90,pagado
INV/1362/2025,238,6,2025-10-17,2025-11-16,605.00,pagado
INV/1363/2024,386,1,2024-07-31,2024-08-30,145.20,pagado
INV/1363/2024,386,2,2024-07-31,2024-08-30,121.00,pagado
INV/1363/2024,386,3,2024-07-31,2024-08-30,302.50,vencido
INV/1363/2025,266,1,2025-08-29,2025-09-28,145.20,pagado
INV/1364/2024,429,2,2024-09-06,2024-10-06,121.00,pagado
INV/1364/2024,429,5,2024-09-06,2024-10-06,96.80,pagado
INV/1364/2024,429,6,2024-09-06,2024-10-06,605.00,pagado
INV/1364/2025,332,4,2025-09-26,2025-10-26,108.90,pagado
INV/1364/2025,332,5,2025-09-26,2025-10-26,96.80,pagado
INV/1364/2025,332,6,2025-09-26,2025-10-26,605.00,pagado
INV/1365/2024,311,1,2024-05-31,2024-06-30,145.20,pagado
INV/1365/2024,311,2,2024-05-31,2024-06-30,121.00,pagado
INV/1365/2025,344,1,2025-11-28,2025-12-28,145.20,pendiente
INV/1366/2024,412,1,2024-05-24,2024-06-23,145.20,pagado
INV/1366/2024,412,2,2024-05-24,2024-06-23,121.00,pagado
INV/1366/2024,412,4,2024-05-24,2024-06-23,108.90,pagado
INV/1366/2024,412,6,2024-05-24,2024-06-23,605.00,pagado
INV/1366/2025,23,6,2025-11-27,2025-12-27,605.00,pagado
INV/1367/2024,69,1,2024-01-31,2024-03-01,145.20,pagado
INV/1367/2025,307,2,2025-09-12,2025-10-12,121.00,pendiente
INV/1367/2025,307,6,2025-09-12,2025-10-12,605.00,pagado
INV/1368/2024,143,1,2024-03-28,2024-04-27,145.20,pagado
INV/1368/2025,288,5,2025-04-11,2025-05-11,96.80,pagado
INV/1369/2024,462,6,2024-08-19,2024-09-18,605.00,pagado
INV/1369/2025,473,1,2025-09-09,2025-10-09,145.20,pagado
INV/1369/2025,473,2,2025-09-09,2025-10-09,121.00,pagado
INV/1369/2025,473,5,2025-09-09,2025-10-09,96.80,pagado
INV/1369/2025,473,6,2025-09-09,2025-10-09,605.00,pendiente
INV/137/2024,306,1,2024-02-28,2024-03-29,145.20,pagado
INV/137/2024,306,2,2024-02-28,2024-03-29,121.00,pagado
INV/137/2025,455,1,2025-06-30,2025-07-30,145.20,pagado
INV/1370/2024,320,3,2024-04-05,2024-05-05,302.50,pagado
INV/1370/2024,320,4,2024-04-05,2024-05-05,108.90,vencido
INV/1370/2024,320,6,2024-04-05,2024-05-05,605.00,pagado
INV/1370/2025,411,3,2025-07-24,2025-08-23,302.50,pendiente
INV/1370/2025,411,5,2025-07-24,2025-08-23,96.80,pagado
INV/1371/2024,255,3,2024-10-02,2024-11-01,302.50,pagado
INV/1371/2024,255,5,2024-10-02,2024-11-01,96.80,pagado
INV/1371/2024,255,6,2024-10-02,2024-11-01,605.00,pagado
INV/1371/2025,147,1,2025-11-28,2025-12-28,145.20,pagado
INV/1371/2025,147,3,2025-11-28,2025-12-28,302.50,pagado
INV/1372/2024,154,1,2024-04-30,2024-05-30,145.20,pagado
INV/1372/2024,154,4,2024-04-30,2024-05-30,108.90,pendiente
INV/1372/2025,36,1,2025-08-29,2025-09-28,145.20,pendiente
INV/1373/2024,149,1,2024-09-24,2024-10-24,145.20,pagado
INV/1373/2024,149,3,2024-09-24,2024-10-24,302.50,pagado
INV/1373/2024,149,6,2024-09-24,2024-10-24,605.00,vencido
INV/1373/2025,28,2,2025-09-30,2025-10-30,121.00,pagado
INV/1373/2025,28,3,2025-09-30,2025-10-30,302.50,pagado
INV/1374/2024,232,5,2024-09-06,2024-10-06,96.80,pagado
INV/1374/2024,232,6,2024-09-06,2024-10-06,605.00,pagado
INV/1374/2025,323,1,2025-04-30,2025-05-30,145.20,pagado
INV/1374/2025,323,2,2025-04-30,2025-05-30,121.00,vencido
INV/1374/2025,323,3,2025-04-30,2025-05-30,302.50,vencido
INV/1375/2024,184,1,2024-12-31,2025-01-30,145.20,pagado
INV/1375/2024,184,3,2024-12-31,2025-01-30,302.50,pendiente
INV/1375/2025,299,1,2025-11-28,2025-12-28,145.20,pagado
INV/1375/2025,299,2,2025-11-28,2025-12-28,121.00,pagado
INV/1376/2024,204,3,2024-08-30,2024-09-29,302.50,pagado
INV/1376/2025,350,2,2025-10-31,2025-11-30,121.00,pendiente
INV/1377/2024,164,3,2024-12-31,2025-01-30,302.50,pagado
INV/1377/2025,10,3,2025-10-31,2025-11-30,302.50,pendiente
INV/1378/2024,387,2,2024-02-06,2024-03-07,121.00,pagado
INV/1378/2024,387,4,2024-02-06,2024-03-07,108.90,pagado
INV/1378/2025,13,1,2025-07-28,2025-08-27,145.20,pendiente
INV/1378/2025,13,2,2025-07-28,2025-08-27,121.00,pagado
INV/1378/2025,13,3,2025-07-28,2025-08-27,302.50,pagado
INV/1378/2025,13,4,2025-07-28,2025-08-27,108.90,pendiente
INV/1379/2024,47,1,2024-03-28,2024-04-27,145.20,pagado
INV/1379/2024,47,2,2024-03-28,2024-04-27,121.00,vencido
INV/1379/2024,47,3,2024-03-28,2024-04-27,302.50,pagado
INV/1379/2025,316,2,2025-08-29,2025-09-28,121.00,pendiente
INV/138/2024,35,4,2024-12-05,2025-01-04,108.90,pagado
INV/138/2024,35,5,2024-12-05,2025-01-04,96.80,pagado
INV/138/2024,35,6,2024-12-05,2025-01-04,605.00,pagado
INV/138/2025,245,1,2025-02-28,2025-03-30,145.20,pendiente
INV/1380/2024,424,1,2024-01-02,2024-02-01,145.20,pagado
INV/1380/2024,424,2,2024-01-02,2024-02-01,121.00,pendiente
INV/1380/2024,424,3,2024-01-02,2024-02-01,302.50,pagado
INV/1380/2024,424,5,2024-01-02,2024-02-01,96.80,pagado
INV/1380/2024,424,6,2024-01-02,2024-02-01,605.00,pagado
INV/1380/2025,248,1,2025-05-26,2025-06-25,145.20,pagado
INV/1380/2025,248,2,2025-05-26,2025-06-25,121.00,pagado
INV/1380/2025,248,3,2025-05-26,2025-06-25,302.50,pagado
INV/1380/2025,248,4,2025-05-26,2025-06-25,108.90,pagado
INV/1381/2024,165,1,2024-07-31,2024-08-30,145.20,pagado
INV/1381/2025,129,1,2025-08-29,2025-09-28,145.20,pagado
INV/1382/2024,446,1,2024-03-28,2024-04-27,145.20,pagado
INV/1382/2025,228,2,2025-05-09,2025-06-08,121.00,vencido
INV/1382/2025,228,3,2025-05-09,2025-06-08,302.50,vencido
INV/1382/2025,228,6,2025-05-09,2025-06-08,605.00,pagado
INV/1383/2024,238,6,2024-03-15,2024-04-14,605.00,pagado
INV/1383/2025,183,1,2025-09-24,2025-10-24,145.20,pendiente
INV/1383/2025,183,2,2025-09-24,2025-10-24,121.00,pendiente
INV/1383/2025,183,3,2025-09-24,2025-10-24,302.50,pendiente
INV/1383/2025,183,4,2025-09-24,2025-10-24,108.90,pagado
INV/1383/2025,183,5,2025-09-24,2025-10-24,96.80,pagado
INV/1383/2025,183,6,2025-09-24,2025-10-24,605.00,pendiente
INV/1384/2024,286,5,2024-07-09,2024-08-08,96.80,pagado
INV/1384/2025,326,1,2025-05-30,2025-06-29,145.20,pagado
INV/1385/2024,367,1,2024-02-28,2024-03-29,145.20,pagado
INV/1385/2025,113,1,2025-12-04,2026-01-03,145.20,pendiente
INV/1385/2025,113,3,2025-12-04,2026-01-03,302.50,pendiente
INV/1385/2025,113,4,2025-12-04,2026-01-03,108.90,pagado
INV/1386/2024,473,1,2024-11-06,2024-12-06,145.20,pagado
INV/1386/2024,473,2,2024-11-06,2024-12-06,121.00,pagado
INV/1386/2024,473,4,2024-11-06,2024-12-06,108.90,pagado
INV/1386/2024,473,5,2024-11-06,2024-12-06,96.80,pagado
INV/1386/2024,473,6,2024-11-06,2024-12-06,605.00,pagado
INV/1386/2025,38,2,2025-01-14,2025-02-13,121.00,pagado
INV/1386/2025,38,3,2025-01-14,2025-02-13,302.50,pagado
INV/1386/2025,38,4,2025-01-14,2025-02-13,108.90,pendiente
